accession,strain,qseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,sseqid_2
CP017162,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3857790,3861225,0,1596,1
CP017162,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2865342,2866507,0,907,1
CP017162,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3163614,3165569,0,1048,1
CP017162,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2915797,2915239,3.11e-65,263,1
CP017163,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2865329,2866494,0,907,1
CP017163,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2915780,2915222,3.11e-65,263,1
CP017163,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3857771,3861206,0,1596,1
CP017163,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3163595,3165550,0,1048,1
CP017164,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2866340,2867505,0,907,1
CP017164,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3857638,3861073,0,1596,1
CP017164,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2916794,2916236,3.11e-65,263,1
CP017164,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3164608,3166563,0,1048,1
CP017165,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2866204,2867369,0,907,1
CP017165,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3164469,3166424,0,1048,1
CP017165,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2916657,2916099,3.11e-65,263,1
CP017165,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3857468,3860903,0,1596,1
CP017166,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3856759,3860194,0,1596,1
CP017166,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2915808,2915250,3.11e-65,263,1
CP017166,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2865351,2866516,0,907,1
CP017166,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3162579,3164534,0,1048,1
CP017167,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3160497,3162452,0,1048,1
CP017167,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2913728,2913170,3.11e-65,263,1
CP017167,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2863273,2864438,0,907,1
CP017167,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3855728,3859163,0,1596,1
CP017168,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2912668,2912110,3.11e-65,263,1
CP017168,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3159438,3161393,0,1048,1
CP017168,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3854670,3858105,0,1596,1
CP017168,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2862214,2863379,0,907,1
CP017175,Burkholderia mallei,Oe6_s02653,75.993,3778,754,113,2201,5913,806289,809978,0,1810,1
CP017180,Enterobacter hormaechei,Oe6_s11194,99.915,1172,1,0,10,1181,3089978,3088807,0,2159,1
CP017180,Enterobacter hormaechei,Oe6_s11194,100,1172,0,0,10,1181,3741920,3743091,0,2165,1
CP017180,Enterobacter hormaechei,Oe6_s11194,100,1172,0,0,10,1181,943390,944561,0,2165,1
CP017180,Enterobacter hormaechei,Oe6_s11194,99.915,1172,1,0,10,1181,4416334,4415163,0,2159,1
CP017180,Enterobacter hormaechei,Oe6_s11194,100,1172,0,0,10,1181,45308,46479,0,2165,1
CP017180,Enterobacter hormaechei,Oe6_s11194,100,1174,0,0,8,1181,1944324,1945497,0,2169,1
CP017180,Enterobacter hormaechei,Oe6_s11194,100,1172,0,0,10,1181,3276383,3275212,0,2165,1
CP017180,Enterobacter hormaechei,Oe6_s11194,100,1172,0,0,10,1181,3179415,3178244,0,2165,1
CP017180,Enterobacter hormaechei,Oe6_s11194,100,1172,0,0,10,1181,1838047,1839218,0,2165,1
CP017180,Enterobacter hormaechei,Oe6_s11194,100,1172,0,0,10,1181,3907103,3905932,0,2165,1
CP017180,Enterobacter hormaechei,Oe6_s11194,100,1173,0,0,9,1181,2667774,2666602,0,2167,1
CP017180,Enterobacter hormaechei,Oe6_s11194,100,1173,0,0,9,1181,106042,104870,0,2167,1
CP017183,Enterobacter xiangfangensis,Oe6_s08731,70.146,1025,258,42,7100,8100,1620943,1621943,4.94e-32,154,1
CP017186,Enterobacter cloacae complex 'Hoffmann cluster III',Oe6_s01851,84.641,599,92,0,1,599,600260,599662,1.23e-166,597,1
CP017188,Xanthomonas citri,Oe6_s10896,80.121,1157,208,22,1,1146,46568,47713,0,843,1
CP017190,Xanthomonas euvesicatoria,Oe6_s10896,80.631,1172,206,21,1,1160,3876194,3875032,0,887,1
CP017220,Escherichia coli,Oe6_s11194,100,1172,0,0,10,1181,1689711,1690882,0,2165,1
CP017220,Escherichia coli,Oe6_s11194,100,1174,0,0,8,1181,3149668,3148495,0,2169,1
CP017220,Escherichia coli,Oe6_s11194,100,1172,0,0,10,1181,2929701,2928530,0,2165,1
CP017220,Escherichia coli,Oe6_s11194,100,1172,0,0,10,1181,474860,476031,0,2165,1
CP017220,Escherichia coli,Oe6_s11194,100,1173,0,0,9,1181,1380813,1379641,0,2167,1
CP017220,Escherichia coli,Oe6_s11194,100,1173,0,0,9,1181,1724918,1723746,0,2167,1
CP017220,Escherichia coli,Oe6_s11194,99.915,1177,1,0,5,1181,3839915,3838739,0,2169,1
CP017220,Escherichia coli,Oe6_s11194,100,1172,0,0,10,1181,3146456,3147627,0,2165,1
CP017238,Burkholderia cenocepacia,Oe6_s08731,72.94,1068,224,49,7076,8100,1793644,1792599,2.77e-79,311,1
CP017238,Burkholderia cenocepacia,Oe6_s03283,75.25,400,85,11,1951,2343,1384842,1384450,8.58e-40,178,1
CP017238,Burkholderia cenocepacia,Oe6_s03283,73.062,516,105,25,1951,2449,1388157,1387659,5.2e-32,152,1
CP017279,Enterobacter ludwigii,Oe6_s01851,85.309,599,88,0,1,599,3744718,3744120,2.62e-173,619,1
CP017284,Klebsiella variicola,Oe6_s01851,85.786,598,85,0,2,599,683509,682912,9.35e-178,634,1
CP017289,Klebsiella variicola,Oe6_s01851,85.786,598,85,0,2,599,683509,682912,9.35e-178,634,1
CP017290,Pseudomonas sp. LPH1,Oe6_s04615,78.34,2156,396,59,35386,37510,1382511,1380396,0,1328,1
CP017290,Pseudomonas sp. LPH1,Oe6_s11298,75.33,531,109,22,93,612,3143096,3143615,1.71e-57,235,1
CP017293,Pseudomonas aeruginosa,Oe6_s04615,79.717,1553,285,27,11349,12886,1952530,1954067,0,1096,1
CP017293,Pseudomonas aeruginosa,Oe6_s04615,77.489,2541,477,75,35007,37510,4594186,4596668,0,1435,1
CP017306,Pseudomonas aeruginosa,Oe6_s04615,79.717,1553,285,27,11349,12886,1860638,1862175,0,1096,1
CP017306,Pseudomonas aeruginosa,Oe6_s04615,77.45,2541,478,74,35007,37510,4312870,4315352,0,1430,1
CP017307,Xanthomonas campestris,Oe6_s10896,80.417,1103,199,16,4,1098,369434,368341,0,824,1
CP017308,Xanthomonas campestris,Oe6_s10896,80.417,1103,199,16,4,1098,341362,340269,0,824,1
CP017310,Xanthomonas campestris,Oe6_s10896,80.38,1106,200,16,1,1098,4763933,4765029,0,824,1
CP017311,Hydrogenophaga sp. PBC,Oe6_s02653,78.879,5511,962,141,2269,7679,3868587,3863179,0,3542,1
CP017311,Hydrogenophaga sp. PBC,Oe6_s04615,76.349,2668,503,89,34859,37477,555615,553027,0,1314,1
CP017317,Xanthomonas campestris,Oe6_s10896,79.964,1103,204,16,4,1098,344779,343686,0,797,1
CP017319,Xanthomonas campestris,Oe6_s10896,80.417,1103,199,16,4,1098,369528,368435,0,824,1
CP017323,Xanthomonas campestris,Oe6_s10896,79.964,1103,204,16,4,1098,344775,343682,0,797,1
CP017345,Talaromyces pinophilus,Oe6_s06580,78.947,418,84,4,26725,27140,3648048,3648463,8.39e-70,281,1
CP017346,Talaromyces pinophilus,Oe6_s06580,75.782,1887,378,59,7971,9822,3916348,3918190,0,880,1
CP017347,Talaromyces pinophilus,Oe6_s01218,76.356,1493,314,30,1236,2707,2661865,2663339,0,765,1
CP017353,Pseudomonas aeruginosa,Oe6_s04615,79.639,1552,288,25,11349,12886,4678229,4679766,0,1090,1
CP017353,Pseudomonas aeruginosa,Oe6_s04615,77.498,2542,475,77,35007,37510,411972,414454,0,1435,1
CP017385,Klebsiella pneumoniae,Oe6_s01851,85.81,599,85,0,1,599,679793,679195,2.6e-178,636,1
CP017389,Xanthomonas campestris,Oe6_s10896,79.964,1103,204,16,4,1098,344780,343687,0,797,1
CP017402,Bordetella pertussis,Oe6_s02653,75.673,3527,681,128,2268,5708,3880427,3883862,0,1596,1
CP017402,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2888986,2890151,0,907,1
CP017403,Bordetella pertussis,Oe6_s02653,75.673,3527,681,128,2268,5708,4028584,4025149,0,1596,1
CP017403,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1246415,1245247,0,907,1
CP017404,Bordetella pertussis,Oe6_s02653,75.673,3527,681,128,2268,5708,4008850,4012285,0,1596,1
CP017404,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,3015314,3016479,0,907,1
CP017405,Bordetella pertussis,Oe6_s02653,75.673,3527,681,128,2268,5708,4137839,4141274,0,1596,1
CP017405,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,3144304,3145469,0,907,1
CP017415,Acidihalobacter prosperus,Oe6_s04615,78.339,1782,332,45,35710,37470,1513998,1515746,0,1103,1
CP017415,Acidihalobacter prosperus,Oe6_s04615,77.384,2706,515,82,34830,37491,2678046,2680698,0,1517,1
CP017420,Delftia tsuruhatensis,Oe6_s02653,78.793,5517,1004,116,2250,7678,4208126,4202688,0,3554,1
CP017420,Delftia tsuruhatensis,Oe6_s04615,79.665,1908,327,52,35624,37505,3635274,3637146,0,1317,1
CP017433,Achromobacter ruhlandii,Oe6_s03283,72.529,1194,290,37,1295,2469,1362913,1364087,1.33e-92,353,1
CP017433,Achromobacter ruhlandii,Oe6_s02989,81.463,1176,204,13,5,1173,4626582,4625414,0,952,1
CP017448,Acidihalobacter prosperus,Oe6_s04615,76.903,1931,395,46,13115,15021,1930683,1932586,0,1048,1
CP017448,Acidihalobacter prosperus,Oe6_s04615,78.458,2697,497,71,34831,37491,2532985,2535633,0,1685,1
CP017450,Klebsiella sp. LTGPAF-6F,Oe6_s01851,84.95,598,90,0,2,599,899728,899131,2.04e-169,606,1
CP017475,Enterobacter cloacae,Oe6_s03283,72.707,447,101,18,2027,2463,3173198,3173633,2.44e-25,130,1
CP017475,Enterobacter cloacae,Oe6_s11194,99.83,1176,1,1,7,1181,4183470,4182295,0,2159,1
CP017475,Enterobacter cloacae,Oe6_s11194,99.915,1172,1,0,10,1181,3643800,3644971,0,2159,1
CP017475,Enterobacter cloacae,Oe6_s11194,99.915,1172,1,0,10,1181,1495557,1496728,0,2159,1
CP017475,Enterobacter cloacae,Oe6_s11194,99.915,1172,1,0,10,1181,3638876,3637705,0,2159,1
CP017475,Enterobacter cloacae,Oe6_s11194,99.829,1172,2,0,10,1181,540734,541905,0,2154,1
CP017475,Enterobacter cloacae,Oe6_s11194,99.915,1172,1,0,10,1181,2452927,2451756,0,2159,1
CP017475,Enterobacter cloacae,Oe6_s11194,99.915,1173,1,0,9,1181,3022017,3020845,0,2161,1
CP017475,Enterobacter cloacae,Oe6_s11194,99.915,1173,1,0,9,1181,2695988,2694816,0,2161,1
CP017476,Hydrogenophaga crassostreae,Oe6_s02653,75.689,5516,1130,163,2269,7679,787022,792431,0,2562,1
CP017483,Stenotrophomonas sp. LM091,Oe6_s03283,74.716,352,76,9,2030,2376,1833428,1833771,8.7e-30,145,1
CP017561,Paraburkholderia sprentiae,Oe6_s10896,77.62,563,115,10,1938,2496,3612210,3612765,8.39e-86,331,1
CP017562,Paraburkholderia sprentiae,Oe6_s03283,73.038,497,104,24,2003,2484,1364232,1364713,6.73e-31,148,1
CP017578,Sphingomonas melonis,Oe6_s03144,97.101,69,2,0,2713,2781,1573641,1573709,3.18e-21,117,1
CP017637,Bradyrhizobium japonicum,Oe6_s03225,72.749,411,96,12,2728,3130,7851372,7850970,1.44e-23,124,1
CP017637,Bradyrhizobium japonicum,Oe6_s03283,74.016,381,85,13,2003,2376,5715071,5714698,3.13e-29,143,1
CP017640,Methylobacterium sp. C1,Oe6_s04972,75.077,325,65,14,3356,3672,1447754,1447438,3.41e-27,137,1
CP017640,Methylobacterium sp. C1,Oe6_s08731,82.494,2759,413,48,1308,4018,1678813,1676077,0,2355,1
CP017640,Methylobacterium sp. C1,Oe6_s02989,89.335,4163,380,46,4,4143,2168980,2164859,0,5169,1
CP017640,Methylobacterium sp. C1,Oe6_s10896,88.657,767,85,2,1913,2678,1689576,1688811,0,933,1
CP017640,Methylobacterium sp. C1,Oe6_s08731,91.309,1841,156,4,6959,8796,1675096,1673257,0,2510,1
CP017640,Methylobacterium sp. C1,Oe6_s02989,86.117,3371,432,26,4236,7582,2164813,2161455,0,3600,1
CP017707,Chromobacterium vaccinii,Oe6_s04615,79.507,1986,347,51,35548,37506,301840,299888,0,1358,1
CP017748,Cupriavidus sp. USMAA2-4,Oe6_s02989,82.767,1178,187,15,5,1174,3495614,3496783,0,1037,1
CP017748,Cupriavidus sp. USMAA2-4,Oe6_s02653,76.402,3958,748,122,2268,6128,2828642,2832510,0,1964,1
CP017748,Cupriavidus sp. USMAA2-4,Oe6_s04615,79.295,2043,349,60,35503,37505,3092382,3094390,0,1362,1
CP017748,Cupriavidus sp. USMAA2-4,Oe6_s03283,72.871,1198,289,32,1294,2473,1445042,1446221,2.19e-100,379,1
CP017751,Cupriavidus sp. USMAHM13,Oe6_s04615,79.344,2043,348,61,35503,37505,3925727,3923719,0,1367,1
CP017751,Cupriavidus sp. USMAHM13,Oe6_s02989,82.765,1172,186,15,11,1174,3596821,3595658,0,1031,1
CP017751,Cupriavidus sp. USMAHM13,Oe6_s03283,74.386,937,212,26,1551,2473,1505908,1504986,2.83e-99,375,1
CP017751,Cupriavidus sp. USMAHM13,Oe6_s02653,76.402,3958,748,122,2268,6128,77260,73392,0,1964,1
CP017754,Cupriavidus sp. USMAA1020,Oe6_s02653,76.377,3958,749,122,2268,6128,4330930,4327062,0,1958,1
CP017754,Cupriavidus sp. USMAA1020,Oe6_s02989,82.767,1178,187,15,5,1174,3720576,3719407,0,1037,1
CP017754,Cupriavidus sp. USMAA1020,Oe6_s03283,74.386,937,212,26,1551,2473,1365600,1364678,2.83e-99,375,1
CP017754,Cupriavidus sp. USMAA1020,Oe6_s04615,79.246,2043,350,61,35503,37505,4059034,4057026,0,1356,1
CP017757,Cupriavidus sp. NH9,Oe6_s04615,78.561,2043,366,57,35503,37506,3727964,3725955,0,1280,1
CP017757,Cupriavidus sp. NH9,Oe6_s11298,74.53,479,106,12,103,576,2993500,2993967,2.91e-45,195,1
CP017757,Cupriavidus sp. NH9,Oe6_s02653,75.918,4248,802,163,2210,6339,4018408,4014264,0,1973,1
CP017758,Cupriavidus sp. NH9,Oe6_s02989,80.847,1180,211,15,5,1177,3316800,3317971,0,913,1
CP017802,Raoultella ornithinolytica,Oe6_s11194,99.317,1172,8,0,10,1181,5532489,5533660,0,2121,1
CP017814,Sclerotinia sclerotiorum,Oe6_s01218,72.786,1558,374,46,1248,2780,1836142,1834610,2.74e-131,483,1
CP017821,Sclerotinia sclerotiorum,Oe6_s03228,73.684,285,63,10,1614,1892,908125,908403,2.4e-16,100,1
CP017823,Sclerotinia sclerotiorum,Oe6_s10369,74.823,282,59,9,36830,37105,797416,797141,2.91e-20,117,1
CP017849,Klebsiella variicola,Oe6_s01851,85.786,598,85,0,2,599,683509,682912,9.35e-178,634,1
CP017882,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2920029,2919471,3.11e-65,263,1
CP017882,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2869573,2870738,0,907,1
CP017882,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3166799,3168754,0,1048,1
CP017882,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3860983,3864418,0,1596,1
CP017883,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3164714,3166669,0,1048,1
CP017883,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2867487,2868652,0,907,1
CP017883,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3857847,3861282,0,1596,1
CP017883,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2917943,2917385,3.11e-65,263,1
CP017884,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,914868,912913,0,1048,1
CP017884,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1161638,1162157,3.11e-65,263,1
CP017884,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,218584,215149,0,1596,1
CP017884,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1212094,1210926,0,907,1
CP017885,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3093319,3095274,0,1048,1
CP017885,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,218584,215149,0,1596,1
CP017885,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2846550,2845992,3.11e-65,263,1
CP017885,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2796094,2797259,0,907,1
CP017923,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,934123,932168,0,1048,1
CP017923,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,236791,233356,0,1596,1
CP017923,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1181941,1182460,3.11e-65,263,1
CP017923,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1232396,1231228,0,907,1
CP017924,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2916853,2916295,3.11e-65,263,1
CP017924,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3163623,3165578,0,1048,1
CP017924,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2866397,2867562,0,907,1
CP017924,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3857801,3861236,0,1596,1
CP017925,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3162583,3164538,0,1048,1
CP017925,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2865358,2866523,0,907,1
CP017925,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2915813,2915255,3.11e-65,263,1
CP017925,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3855716,3859151,0,1596,1
CP017926,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2865367,2866532,0,907,1
CP017926,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2915822,2915264,3.11e-65,263,1
CP017926,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3857826,3861261,0,1596,1
CP017926,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3162595,3164550,0,1048,1
CP017927,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3856736,3860171,0,1596,1
CP017927,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3162553,3164508,0,1048,1
CP017927,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2915784,2915226,3.11e-65,263,1
CP017927,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2865328,2866493,0,907,1
CP017928,Klebsiella oxytoca,Oe6_s01851,85.81,599,85,0,1,599,5291308,5290710,2.6e-178,636,1
CP017934,Klebsiella pneumoniae,Oe6_s01851,85.977,599,84,0,1,599,2549808,2550406,5.59e-180,641,1
CP017964,Pseudomonas protegens,Oe6_s04615,78.265,1960,370,48,35574,37510,5359122,5361048,0,1208,1
CP017965,Nocardiopsis dassonvillei,Oe6_s04615,79.194,1985,340,60,35553,37505,6289317,6287374,0,1310,1
CP017969,Pseudomonas aeruginosa,Oe6_s04615,77.568,2541,475,75,35007,37510,4299649,4302131,0,1447,1
CP017969,Pseudomonas aeruginosa,Oe6_s04615,79.781,1553,284,27,11349,12886,1699827,1701364,0,1101,1
CP017985,Klebsiella pneumoniae,Oe6_s01851,85.643,599,86,0,1,599,4639947,4640545,1.21e-176,630,1
CP017989,Klebsiella pneumoniae,Oe6_s11194,96.626,1156,35,4,10,1164,22444,21292,0,1916,1
CP017990,Enterobacter cloacae complex sp. ECNIH7,Oe6_s03283,75.174,431,94,10,2039,2463,3254486,3254909,1.1e-43,191,1
CP017994,Klebsiella pneumoniae,Oe6_s01851,86.311,599,82,0,1,599,3648879,3648281,0,652,1
CP018016,Kosakonia radicincitans,Oe6_s11194,99.573,1172,5,0,10,1181,3486716,3487887,0,2137,1
CP018017,Kosakonia radicincitans,Oe6_s11194,99.573,1172,5,0,10,1181,137679,138850,0,2137,1
CP018017,Kosakonia radicincitans,Oe6_s11194,100,1172,0,0,10,1181,55102,53931,0,2165,1
CP018017,Kosakonia radicincitans,Oe6_s11194,99.573,1172,5,0,10,1181,160670,159499,0,2137,1
CP018037,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,218581,215146,0,1596,1
CP018037,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,913814,911859,0,1048,1
CP018037,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1160581,1161100,3.11e-65,263,1
CP018037,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1211036,1209868,0,907,1
CP018038,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1196793,1197312,3.11e-65,263,1
CP018038,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,950031,948076,0,1048,1
CP018038,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,254821,251386,0,1596,1
CP018038,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1247243,1246075,0,907,1
CP018039,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2917326,2916768,3.11e-65,263,1
CP018039,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3861402,3864837,0,1596,1
CP018039,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3165141,3167096,0,1048,1
CP018039,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2866873,2868038,0,907,1
CP018040,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3164528,3166483,0,1048,1
CP018040,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2917766,2917208,3.11e-65,263,1
CP018040,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3858374,3861809,0,1596,1
CP018040,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2867313,2868478,0,907,1
CP018041,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2913700,2913142,3.11e-65,263,1
CP018041,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3160469,3162424,0,1048,1
CP018041,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2863248,2864413,0,907,1
CP018041,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3855698,3859133,0,1596,1
CP018042,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2919893,2919335,3.11e-65,263,1
CP018042,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3860831,3864266,0,1596,1
CP018042,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2869438,2870603,0,907,1
CP018042,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3167707,3169662,0,1048,1
CP018049,Pseudomonas orientalis,Oe6_s08731,71.687,1049,261,30,7070,8100,5678997,5680027,1.02e-63,259,1
CP018054,Burkholderia pseudomallei,Oe6_s02653,75.993,3778,754,113,2201,5913,347074,350763,0,1810,1
CP018056,Klebsiella pneumoniae,Oe6_s01851,86.144,599,83,0,1,599,3116406,3117004,0,647,1
CP018063,Rhodococcus sp. 2G,Oe6_s08731,80.571,175,34,0,7093,7267,4252292,4252466,1.79e-26,135,1
CP018101,Delftia sp. HK171,Oe6_s04615,79.958,1921,328,48,35609,37505,1687593,1685706,0,1362,1
CP018101,Delftia sp. HK171,Oe6_s02653,78.245,5516,1036,114,2250,7678,1165236,1170674,0,3387,1
CP018134,Microbacterium paludicola,Oe6_s10896,77.369,517,86,27,1934,2433,1849267,1849769,1.11e-69,278,1
CP018139,Halomonas aestuarii,Oe6_s04615,79.07,1892,322,60,35631,37488,1246845,1248696,0,1232,1
CP018140,Klebsiella pneumoniae,Oe6_s01851,85.643,599,86,0,1,599,4648328,4648926,1.21e-176,630,1
CP018174,Corynebacterium glutamicum,Oe6_s09290,99.734,1128,3,0,1,1128,1500,2627,0,2067,1
CP018174,Corynebacterium glutamicum,Oe6_s05375,100,706,0,0,685,1390,3534,4239,0,1304,1
CP018174,Corynebacterium glutamicum,Oe6_s05375,99.846,650,1,0,1,650,2858,3507,0,1195,1
CP018202,Pseudomonas syringae,Oe6_s03283,71.772,457,109,18,2027,2473,2840354,2840800,8.83e-20,111,1
CP018306,Klebsiella pneumoniae,Oe6_s01851,85.977,599,84,0,1,599,2485107,2484509,5.59e-180,641,1
